1.1.1.205	IMP dehydrogenase	50000	-	SDS-PAGE	Pneumocystis carinii	-	347957
1.1.1.205	IMP dehydrogenase	50000	-	SDS-PAGE	Vigna unguiculata	-	347936
1.1.1.205	IMP dehydrogenase	52200	-	(His)6 IMPDH protein, Western blot analysis	Streptococcus suis	-	705540
1.1.1.205	IMP dehydrogenase	52900	-	x * 52900, calculated from sequence	Pyrococcus furiosus	-	722326
1.1.1.205	IMP dehydrogenase	52900	-	x * 52900, calculated from sequence	Pyrococcus furiosus	P42851	722326
1.1.1.205	IMP dehydrogenase	55000	-	4 * 55000, SDS-PAGE	Leishmania donovani	-	688888
1.1.1.205	IMP dehydrogenase	55260	-	type I, calculated from amino acid sequence	Homo sapiens	-	347948
1.1.1.205	IMP dehydrogenase	55390	-	calculated from amino acid sequence	Bacillus cereus	-	347963
1.1.1.205	IMP dehydrogenase	55680	-	type II, calculated from amino acid sequence	Homo sapiens	-	347948
1.1.1.205	IMP dehydrogenase	56000	-	SDS-PAGE	Bacillus cereus	-	347958, 347963
1.1.1.205	IMP dehydrogenase	56000	-	SDS-PAGE, two different proteins of identical molecular weight but differently charged	Cricetulus griseus	-	347905
1.1.1.205	IMP dehydrogenase	57000	-	7 * 57000, SDS-PAGE	Trypanosoma brucei	-	726097
1.1.1.205	IMP dehydrogenase	57000	-	7 * 57000, SDS-PAGE	Trypanosoma brucei	Q387Q3	726097
1.1.1.205	IMP dehydrogenase	57000	-	SDS-PAGE	Sus scrofa	-	347947
1.1.1.205	IMP dehydrogenase	57000	-	x * 57000, SDs-PAGE, His-tagged protein	Babesia gibsoni	-	726095
1.1.1.205	IMP dehydrogenase	57000	-	x * 57000, SDs-PAGE, His-tagged protein	Babesia gibsoni	I3WTS0	726095
1.1.1.205	IMP dehydrogenase	58000	-	SDS-PAGE	Escherichia coli	-	347938
1.1.1.205	IMP dehydrogenase	58000	-	x * 58000, SDS-PAGE	Cryptococcus gattii VGIII	E3P6S3	710737
1.1.1.205	IMP dehydrogenase	58000	-	x * 58000, SDS-PAGE	Cryptococcus neoformans	-	710737
1.1.1.205	IMP dehydrogenase	60000	-	4 * 60000, rat hepatoma 3924 A cells, SDS-PAGE	Rattus norvegicus	-	347915
1.1.1.205	IMP dehydrogenase	68000	-	2 * 68000, Yoshida sarcoma ascites tumor cells, SDS-PAGE	Rattus norvegicus	-	347937
1.1.1.205	IMP dehydrogenase	127000	-	Yoshida sarcoma ascites tumor cells, gel filtration in presence of 10% (NH4)2SO4	Rattus norvegicus	-	347937
1.1.1.205	IMP dehydrogenase	200000	-	gel filtration	Vigna unguiculata	-	347936
1.1.1.205	IMP dehydrogenase	204000	-	gel filtration	Leishmania donovani	-	688888
1.1.1.205	IMP dehydrogenase	218000	-	recombinant enzyme, gel filtration and analytical ultracentrifugation	Burkholderia thailandensis	Q2SWW9	741229
1.1.1.205	IMP dehydrogenase	218000	-	recombinant tetrameric enzyme, gel filtration and analytical ultracentrifugation	Klebsiella pneumoniae	-	741229
1.1.1.205	IMP dehydrogenase	218000	-	recombinant tetrameric enzyme, gel filtration and analytical ultracentrifugation	Staphylococcus aureus	P99106	741229
1.1.1.205	IMP dehydrogenase	225000	-	gel filtration	Bacillus cereus	-	347963
1.1.1.205	IMP dehydrogenase	245000	-	rat hepatoma 3924 A cells, gel filtration	Rattus norvegicus	-	347915
1.1.1.205	IMP dehydrogenase	389000	-	sedimentation velocity analysis	Trypanosoma brucei	-	726097
1.1.1.205	IMP dehydrogenase	389000	-	sedimentation velocity analysis	Trypanosoma brucei	Q387Q3	726097
1.1.1.205	IMP dehydrogenase	420000	-	gel fitlration	Trypanosoma brucei	-	726097
1.1.1.205	IMP dehydrogenase	420000	-	gel fitlration	Trypanosoma brucei	Q387Q3	726097
1.1.1.205	IMP dehydrogenase	440000	-	recombinant enzyme, gel filtration and analytical ultracentrifugation	Legionella pneumophila subsp. pneumophila	Q5ZUR9	741229
1.1.1.205	IMP dehydrogenase	440000	-	recombinant enzyme, gel filtration and analytical ultracentrifugation	Neisseria meningitidis	A1KU15	741229
1.1.1.205	IMP dehydrogenase	440000	-	recombinant octameric enzyme, gel filtration and analytical ultracentrifugation	Klebsiella pneumoniae	-	741229
1.1.1.205	IMP dehydrogenase	440000	-	recombinant octameric enzyme, gel filtration and analytical ultracentrifugation	Staphylococcus aureus	P99106	741229
