3.6.1.1	inorganic diphosphatase	18600	-	4 * 18600, calculated from amino acid sequence	Mycoplasma suis	-	711602
3.6.1.1	inorganic diphosphatase	18600	-	4 * 18600, calculated from amino acid sequence	Mycoplasma suis	C4RA40	711602
3.6.1.1	inorganic diphosphatase	19100	-	6 * 19100, SDS-PAGE	Helicobacter pylori	-	209812
3.6.1.1	inorganic diphosphatase	19272	-	6 * 19272, amino acid sequence calculation, structure-based phylogenetic tree of diphosphatases, overview	Helicobacter pylori	-	667060
3.6.1.1	inorganic diphosphatase	19435	-	x * 19435, calculated	Sulfolobus sp.	-	678767
3.6.1.1	inorganic diphosphatase	20000	-	12 * 20000	Blastochloris viridis	-	686664
3.6.1.1	inorganic diphosphatase	20000	-	4 * 20000, SDS-PAGE	Acidithiobacillus thiooxidans	-	209786
3.6.1.1	inorganic diphosphatase	20000	-	4 * 20000, SDS-PAGE	Mycoplasma suis	-	711602
3.6.1.1	inorganic diphosphatase	20000	-	4 * 20000, SDS-PAGE	Mycoplasma suis	C4RA40	711602
3.6.1.1	inorganic diphosphatase	20000	-	6 * 20000	Helicobacter pylori	-	684755
3.6.1.1	inorganic diphosphatase	20000	-	6 * 20000	Helicobacter pylori	P56153	684755
3.6.1.1	inorganic diphosphatase	20000	-	6 * 20000, SDS-PAGE	Anabaena sp.	P80562	686664
3.6.1.1	inorganic diphosphatase	20000	-	x * 20000, SDS-PAGE	Pseudanabaena sp.	P58733	686664
3.6.1.1	inorganic diphosphatase	20100	-	SDS-PAGE	Sesamum indicum	-	654467
3.6.1.1	inorganic diphosphatase	20675	-	6 * 20675, recombinant His-tagged enzyme, mass spectrometry	Helicobacter pylori	P56153	689923
3.6.1.1	inorganic diphosphatase	20800	-	gel filtration	Sesamum indicum	-	654467
3.6.1.1	inorganic diphosphatase	20833	-	x * 24500, recombinant enzyme, SDS-PAGE, x * 20833, amino acid sequence calculation	Pyrococcus horikoshii	O59570	667352
3.6.1.1	inorganic diphosphatase	20850	-	x * 20850, calculated from amino acid sequence	Thermococcus thioreducens	-	732984
3.6.1.1	inorganic diphosphatase	20850	-	x * 20850, calculated from amino acid sequence	Thermococcus thioreducens	H2L2L6	732984
3.6.1.1	inorganic diphosphatase	21000	-	4 * 21000, SDS-PAGE	Sulfolobus acidocaldarius	-	209827
3.6.1.1	inorganic diphosphatase	21000	-	x * 21000, SDS-PAGE	Thermococcus thioreducens	-	732984
3.6.1.1	inorganic diphosphatase	21000	-	x * 21000, SDS-PAGE	Thermococcus thioreducens	H2L2L6	732984
3.6.1.1	inorganic diphosphatase	21740	-	2 * 21740, calculated from amino acid sequence	Pyrococcus furiosus	Q8U438	734503
3.6.1.1	inorganic diphosphatase	21900	-	calculated from amino acid sequence	Sesamum indicum	-	654467
3.6.1.1	inorganic diphosphatase	22000	-	2 * 22000, SDS-PAGE	Pyrococcus furiosus	Q8U438	734503
3.6.1.1	inorganic diphosphatase	24000	-	1 * 24000, isozyme sPPase-II, SDS-PAGE, 1 * 24350, isozyme sPPase-II, mass spectrometry	Chlamydomonas reinhardtii	-	667527
3.6.1.1	inorganic diphosphatase	24000	-	1 * 24000, isozyme sPPase-II, SDS-PAGE, 1 * 24350, isozyme sPPase-II, mass spectrometry	Chlamydomonas reinhardtii	Q93Y52	667527
3.6.1.1	inorganic diphosphatase	24000	-	1 * 24000, isozyme sPPase-II, SDS-PAGE, 1 * 24350, isozyme sPPase-II, mass spectrometry	Chlamydomonas reinhardtii	Q949J1	667527
3.6.1.1	inorganic diphosphatase	24000	-	amino acid sequence	Solanum tuberosum	-	209823
3.6.1.1	inorganic diphosphatase	24350	-	1 * 24000, isozyme sPPase-II, SDS-PAGE, 1 * 24350, isozyme sPPase-II, mass spectrometry	Chlamydomonas reinhardtii	-	667527
3.6.1.1	inorganic diphosphatase	24350	-	1 * 24000, isozyme sPPase-II, SDS-PAGE, 1 * 24350, isozyme sPPase-II, mass spectrometry	Chlamydomonas reinhardtii	Q93Y52	667527
3.6.1.1	inorganic diphosphatase	24350	-	1 * 24000, isozyme sPPase-II, SDS-PAGE, 1 * 24350, isozyme sPPase-II, mass spectrometry	Chlamydomonas reinhardtii	Q949J1	667527
3.6.1.1	inorganic diphosphatase	24400	-	x * 24400, p26.1a, SDS-PAGE, x * 26500, p26.1b, SDS-PAGE	Papaver rhoeas	-	689148
3.6.1.1	inorganic diphosphatase	24484	-	x * 24484, isozyme PPa1, DNA sequence calculation, x * 24576, isozyme PPa4, DNA sequence calculation	Arabidopsis thaliana	Q9LXC9	689658
3.6.1.1	inorganic diphosphatase	24500	-	x * 24500, recombinant enzyme, SDS-PAGE, x * 20833, amino acid sequence calculation	Pyrococcus horikoshii	O59570	667352
3.6.1.1	inorganic diphosphatase	24576	-	x * 24484, isozyme PPa1, DNA sequence calculation, x * 24576, isozyme PPa4, DNA sequence calculation	Arabidopsis thaliana	Q9LXC9	689658
3.6.1.1	inorganic diphosphatase	25000	-	2 * 25000, SDS-PAGE	Hypophthalmichthys nobilis	-	688745
3.6.1.1	inorganic diphosphatase	25000	-	4 * 25000, gel filtration, dimeric form also active	Methanothermobacter thermautotrophicus	-	209825
3.6.1.1	inorganic diphosphatase	26500	-	x * 24400, p26.1a, SDS-PAGE, x * 26500, p26.1b, SDS-PAGE	Papaver rhoeas	-	689148
3.6.1.1	inorganic diphosphatase	27000	-	1 x * 27000 + 1 * 57000, recombinant mutant I259V, native PAGE in absence of Mn2+, 1 * 32000 + 1 x 62000, recombinant wild-type enzyme, native PAGE in absence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	28000	-	gel filtration	Aranda Christine	-	209771
3.6.1.1	inorganic diphosphatase	28000	32000	gel filtration and native PAGE	Chlamydomonas reinhardtii	-	667527
3.6.1.1	inorganic diphosphatase	28000	32000	gel filtration and native PAGE	Chlamydomonas reinhardtii	Q93Y52	667527
3.6.1.1	inorganic diphosphatase	28000	32000	gel filtration and native PAGE	Chlamydomonas reinhardtii	Q949J1	667527
3.6.1.1	inorganic diphosphatase	28900	-	calculated from predicted amino acid sequence	Leishmania major	-	655580
3.6.1.1	inorganic diphosphatase	28900	-	calculated from predicted amino acid sequence	Leishmania major	Q6UQ31	655580
3.6.1.1	inorganic diphosphatase	29850	-	1 * 30000, isozyme sPPase-I, SDS-PAGE, 1 * 29850, isozyme sPPase-I, mass spectrometry	Chlamydomonas reinhardtii	-	667527
3.6.1.1	inorganic diphosphatase	29850	-	1 * 30000, isozyme sPPase-I, SDS-PAGE, 1 * 29850, isozyme sPPase-I, mass spectrometry	Chlamydomonas reinhardtii	Q93Y52	667527
3.6.1.1	inorganic diphosphatase	29850	-	1 * 30000, isozyme sPPase-I, SDS-PAGE, 1 * 29850, isozyme sPPase-I, mass spectrometry	Chlamydomonas reinhardtii	Q949J1	667527
3.6.1.1	inorganic diphosphatase	30000	-	1 * 30000, isozyme sPPase-I, SDS-PAGE, 1 * 29850, isozyme sPPase-I, mass spectrometry	Chlamydomonas reinhardtii	-	667527
3.6.1.1	inorganic diphosphatase	30000	-	1 * 30000, isozyme sPPase-I, SDS-PAGE, 1 * 29850, isozyme sPPase-I, mass spectrometry	Chlamydomonas reinhardtii	Q93Y52	667527
3.6.1.1	inorganic diphosphatase	30000	-	1 * 30000, isozyme sPPase-I, SDS-PAGE, 1 * 29850, isozyme sPPase-I, mass spectrometry	Chlamydomonas reinhardtii	Q949J1	667527
3.6.1.1	inorganic diphosphatase	30000	-	SDS-PAGE	Leishmania major	-	655580
3.6.1.1	inorganic diphosphatase	30000	-	SDS-PAGE	Leishmania major	Q6UQ31	655580
3.6.1.1	inorganic diphosphatase	32000	-	1 x * 27000 + 1 * 57000, recombinant mutant I259V, native PAGE in absence of Mn2+, 1 * 32000 + 1 x 62000, recombinant wild-type enzyme, native PAGE in absence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	32000	-	2 * 32000, SDS-PAGE	Rhodopseudomonas palustris	-	209770
3.6.1.1	inorganic diphosphatase	32000	-	x * 32000, calculated from amino acid sequence	Bos taurus	P37980	735048
3.6.1.1	inorganic diphosphatase	32000	-	x * 32000, calculated from amino acid sequence	Sus scrofa	-	735048
3.6.1.1	inorganic diphosphatase	32500	-	4 * 32500, SDS-PAGE	Enterococcus faecalis	-	209781
3.6.1.1	inorganic diphosphatase	33000	-	2 * 33000, SDS-PAGE	Bos taurus	-	209819
3.6.1.1	inorganic diphosphatase	33000	-	x * 33000, recombinant enzyme, SDS-PAGE	Rattus norvegicus	DQ978330	686943
3.6.1.1	inorganic diphosphatase	33000	37000	gel filtration and native PAGE	Chlamydomonas reinhardtii	-	667527
3.6.1.1	inorganic diphosphatase	33000	37000	gel filtration and native PAGE	Chlamydomonas reinhardtii	Q93Y52	667527
3.6.1.1	inorganic diphosphatase	33000	37000	gel filtration and native PAGE	Chlamydomonas reinhardtii	Q949J1	667527
3.6.1.1	inorganic diphosphatase	33407	-	2 * 33407, mass spectrometry	Streptococcus gordonii	-	667834
3.6.1.1	inorganic diphosphatase	33407	-	2 * 33407, mass spectrometry	Streptococcus gordonii	P95765	667834
3.6.1.1	inorganic diphosphatase	33494	-	4 * 33500, SDS-PAGE, 4 * 33494, sequence calculation	Arabidopsis thaliana	Q67YC0	718979
3.6.1.1	inorganic diphosphatase	33500	-	4 * 33500, SDS-PAGE, 4 * 33494, sequence calculation	Arabidopsis thaliana	Q67YC0	718979
3.6.1.1	inorganic diphosphatase	34000	-	2 * 34000, SDS-PAGE	Staphylococcus aureus	P65752	734578
3.6.1.1	inorganic diphosphatase	35000	-	2 * 35000, SDS-PAGE	Methanosaeta thermophila	A0B5R0	726841
3.6.1.1	inorganic diphosphatase	36000	-	x * 36000, SDS-PAGE	Gallus gallus	-	734597
3.6.1.1	inorganic diphosphatase	37000	-	x * 37000, SDS-PAGE	Thermococcus onnurineus	-	712277
3.6.1.1	inorganic diphosphatase	38000	-	gel filtration	Saccharum officinarum	-	209824
3.6.1.1	inorganic diphosphatase	38770	-	calculated from the predicted amino acid sequence after removal of the signal peptide	Ascaris suum	Q86M43	655459
3.6.1.1	inorganic diphosphatase	39000	-	SDS-PAGE	Ascaris suum	Q86M43	655459
3.6.1.1	inorganic diphosphatase	40600	-	calculated from predicted amino acid sequence of the entire ORF	Ascaris suum	Q86M43	655459
3.6.1.1	inorganic diphosphatase	41000	-	amino acid sequence	Desulfovibrio desulfuricans	-	209801
3.6.1.1	inorganic diphosphatase	42000	-	gel filtration, SDS-PAGE	Sorghum bicolor	-	209768
3.6.1.1	inorganic diphosphatase	43000	-	ultracentrifuge method	Desulfovibrio desulfuricans	-	209801
3.6.1.1	inorganic diphosphatase	45000	-	x * 45000, His-tagged enzyme, SDS-PAGE	Trypanosoma cruzi	-	734716
3.6.1.1	inorganic diphosphatase	47300	-	calculated from predicted amino acid sequence	Trypanosoma brucei	Q7Z029	656234
3.6.1.1	inorganic diphosphatase	47900	-	x * 47900, calculated from amino acid sequence	Trypanosoma cruzi	-	734716
3.6.1.1	inorganic diphosphatase	50000	-	gel filtration	Hypophthalmichthys nobilis	-	688745
3.6.1.1	inorganic diphosphatase	50000	-	recombinant mutant I259D, native PAGE, in absence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	55000	-	gel filtration, SDS-PAGE, amino acid sequence	Spinacia oleracea	-	209818
3.6.1.1	inorganic diphosphatase	56000	-	ultracentrifuge method	Bos taurus	-	209819
3.6.1.1	inorganic diphosphatase	57000	-	1 x * 27000 + 1 * 57000, recombinant mutant I259V, native PAGE in absence of Mn2+, 1 * 32000 + 1 x 62000, recombinant wild-type enzyme, native PAGE in absence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	60000	-	gel filtration	Rhodobacter capsulatus	-	209792
3.6.1.1	inorganic diphosphatase	60000	-	gel filtration	Rhodobacter sphaeroides	-	209792
3.6.1.1	inorganic diphosphatase	60000	-	recombinant mutant I260D, native PAGE, in presence or absence of Mn2+; recombinant mutants I260E and I259E, native PAGE, in absence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	60000	-	SDS-PAGE	Dunaliella salina	-	209820
3.6.1.1	inorganic diphosphatase	60800	-	gel filtration	Aspergillus oryzae	-	134943
3.6.1.1	inorganic diphosphatase	61000	-	recombinant mutant I260V, native PAGE, in absence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	62000	-	recombinant mutant I260E, native PAGE, in presence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	64000	-	recombinant mutant I260V, native PAGE, in presence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	64500	-	-	Rhodopseudomonas palustris	-	209770
3.6.1.1	inorganic diphosphatase	65000	-	SDS-PAGE	Periplaneta americana	-	698281
3.6.1.1	inorganic diphosphatase	65000	70000	gel filtration	Enterococcus faecium	-	209798
3.6.1.1	inorganic diphosphatase	65500	-	gel filtration	Rhodopseudomonas palustris	-	209770
3.6.1.1	inorganic diphosphatase	67000	-	native PAGE and analytical ultracentrifugation	Streptococcus gordonii	-	667834
3.6.1.1	inorganic diphosphatase	67000	-	native PAGE and analytical ultracentrifugation	Streptococcus gordonii	P95765	667834
3.6.1.1	inorganic diphosphatase	70000	-	2 * 70000, SDS-PAGE	Geobacillus stearothermophilus	-	209789
3.6.1.1	inorganic diphosphatase	71400	-	gel filtration	Methanosaeta thermophila	A0B5R0	726841
3.6.1.1	inorganic diphosphatase	75000	-	SDS-PAGE	Toxoplasma gondii	Q9BK08	656116
3.6.1.1	inorganic diphosphatase	78000	-	recombinant wild-type enzyme, native PAGE, in presence of Mn2+	Streptococcus gordonii	P95765	720075
3.6.1.1	inorganic diphosphatase	80000	-	gel filtration	Mycoplasma suis	-	711602
3.6.1.1	inorganic diphosphatase	80000	-	gel filtration	Mycoplasma suis	C4RA40	711602
3.6.1.1	inorganic diphosphatase	80000	-	gel filtration	Sulfolobus acidocaldarius	-	209827
3.6.1.1	inorganic diphosphatase	85000	-	calculated from predicted amino acid sequence	Toxoplasma gondii	Q9BK08	656116
3.6.1.1	inorganic diphosphatase	88000	-	SDS-PAGE	Acidithiobacillus thiooxidans	-	209786
3.6.1.1	inorganic diphosphatase	100000	-	gel filtration	Gossypium hirsutum	-	684535
3.6.1.1	inorganic diphosphatase	100000	-	gel filtration	Methanothermobacter thermautotrophicus	-	209825
3.6.1.1	inorganic diphosphatase	100000	-	gel filtration	Rhodopseudomonas palustris	-	209792
3.6.1.1	inorganic diphosphatase	100000	-	gel filtration	Rubrivivax gelatinosus	-	209792
