1.1.1.42	isocitrate dehydrogenase (NADP+)	30500	-	alpha2, 2 * 30500, SDS-PAGE	Thermoleophilum minutum	-	286809
1.1.1.42	isocitrate dehydrogenase (NADP+)	40000	-	x * 40000, SDS-PAGE	Staphylococcus aureus	-	721312
1.1.1.42	isocitrate dehydrogenase (NADP+)	45000	-	-	Bifidobacterium longum subsp. infantis	B7GQR3	740551
1.1.1.42	isocitrate dehydrogenase (NADP+)	45000	-	2 * 45000, SDS-PAGE	Sulfolobus solfataricus	Q9UWG7	719515
1.1.1.42	isocitrate dehydrogenase (NADP+)	45000	-	PAGE	Mytilus edulis	-	286789
1.1.1.42	isocitrate dehydrogenase (NADP+)	45000	-	x * 45000, isozyme ICD1, SDS-PAGE	Rattus norvegicus	-	656431
1.1.1.42	isocitrate dehydrogenase (NADP+)	45000	-	x * 45000, recombinant N-terminally His6-tagged enzyme, SDS-PAGE; x * 45000, recombinant N-terminally His6-tagged enzyme, SDS-PAGE	Trypanosoma cruzi	-	723129
1.1.1.42	isocitrate dehydrogenase (NADP+)	45000	-	x * 45000, recombinant N-terminally His6-tagged enzyme, SDS-PAGE; x * 45000, recombinant N-terminally His6-tagged enzyme, SDS-PAGE	Trypanosoma cruzi	Q4DG65	723129
1.1.1.42	isocitrate dehydrogenase (NADP+)	45000	-	x * 45000, recombinant N-terminally His6-tagged enzyme, SDS-PAGE; x * 45000, recombinant N-terminally His6-tagged enzyme, SDS-PAGE	Trypanosoma cruzi	Q4E4L7	723129
1.1.1.42	isocitrate dehydrogenase (NADP+)	45800	-	-	Archaeoglobus fulgidus	-	722205
1.1.1.42	isocitrate dehydrogenase (NADP+)	45837	-	x * 45837, sequence calculation, x * 60000, recombinant, renatured enzyme, SDS-PAGE	Haloferax volcanii	-	655604
1.1.1.42	isocitrate dehydrogenase (NADP+)	45837	-	x * 45837, sequence calculation, x * 60000, recombinant, renatured enzyme, SDS-PAGE	Haloferax volcanii	Q8X277	655604
1.1.1.42	isocitrate dehydrogenase (NADP+)	46000	-	alpha2, 2 * 46000, SDS-PAGE	Pinus spp.	-	286805
